BestPriceMatch,Time,Id,FirstId,LastId,BuyerMaker,Price,Quantity
True,2020-07-18 03:00:23.803,163459112,182262183,182262186,True,0.02548000,5.01000000
True,2020-07-18 03:00:23.904,163459113,182262187,182262187,True,0.02547900,0.40800000
True,2020-07-18 03:00:24.004,163459114,182262188,182262188,True,0.02547900,10.06700000
True,2020-07-18 03:00:24.222,163459115,182262189,182262189,True,0.02547900,0.48100000
True,2020-07-18 03:00:24.320,163459116,182262190,182262190,True,0.02547900,0.58800000
True,2020-07-18 03:00:25.254,163459117,182262191,182262191,True,0.02547900,0.54200000
True,2020-07-18 03:00:25.371,163459118,182262192,182262192,True,0.02547900,0.54200000
True,2020-07-18 03:00:25.466,163459119,182262193,182262193,True,0.02547900,0.43200000
True,2020-07-18 03:00:25.573,163459120,182262194,182262194,True,0.02547900,0.05700000
True,2020-07-18 03:00:25.670,163459121,182262195,182262195,True,0.02547900,0.35500000
True,2020-07-18 03:00:25.778,163459122,182262196,182262196,True,0.02547900,0.05700000
True,2020-07-18 03:00:26.101,163459123,182262197,182262197,True,0.02547900,0.33500000
True,2020-07-18 03:00:26.770,163459124,182262198,182262198,True,0.02547900,1.35400000
True,2020-07-18 03:00:27.686,163459125,182262199,182262199,True,0.02547900,5.00000000
True,2020-07-18 03:00:28.912,163459126,182262200,182262201,False,0.02548000,1.29100000
True,2020-07-18 03:00:29.018,163459127,182262202,182262202,False,0.02548000,0.02000000
True,2020-07-18 03:00:29.125,163459128,182262203,182262203,False,0.02548000,10.03800000
True,2020-07-18 03:00:30.377,163459129,182262204,182262204,False,0.02548200,0.47600000
True,2020-07-18 03:00:30.470,163459130,182262205,182262205,True,0.02548100,2.87000000
True,2020-07-18 03:00:31.052,163459131,182262206,182262206,True,0.02547900,4.48300000
True,2020-07-18 03:00:33.227,163459132,182262207,182262208,False,0.02548000,6.05500000
True,2020-07-18 03:00:35.413,163459133,182262209,182262209,False,0.02548100,0.47000000
True,2020-07-18 03:00:35.420,163459134,182262210,182262210,False,0.02548200,0.17700000
True,2020-07-18 03:00:38.678,163459135,182262211,182262211,True,0.02547900,0.46600000
True,2020-07-18 03:00:38.886,163459136,182262212,182262212,True,0.02547900,0.52900000
True,2020-07-18 03:00:39.424,163459137,182262213,182262213,False,0.02548000,0.01200000
True,2020-07-18 03:00:39.633,163459138,182262214,182262214,True,0.02547900,3.00700000
True,2020-07-18 03:00:40.503,163459139,182262215,182262215,True,0.02547900,0.46500000
True,2020-07-18 03:00:42.063,163459140,182262216,182262216,True,0.02547900,10.95200000
True,2020-07-18 03:00:42.964,163459141,182262217,182262217,False,0.02548000,0.63400000
True,2020-07-18 03:00:43.007,163459142,182262218,182262218,True,0.02547900,6.60000000
True,2020-07-18 03:00:43.114,163459143,182262219,182262219,True,0.02547900,4.07300000
True,2020-07-18 03:00:43.972,163459144,182262220,182262220,True,0.02547900,19.39300000
True,2020-07-18 03:00:44.065,163459145,182262221,182262222,True,0.02547900,17.93400000
True,2020-07-18 03:00:44.168,163459146,182262223,182262223,True,0.02547900,14.37600000
True,2020-07-18 03:00:45.190,163459147,182262224,182262224,True,0.02547800,11.78200000
True,2020-07-18 03:00:45.348,163459148,182262225,182262225,True,0.02547800,6.79700000
True,2020-07-18 03:00:46.069,163459149,182262226,182262226,True,0.02547800,0.03500000
True,2020-07-18 03:00:48.434,163459150,182262227,182262227,False,0.02548100,0.02100000
True,2020-07-18 03:00:55.641,163459151,182262228,182262228,True,0.02547900,0.06100000
True,2020-07-18 03:00:56.829,163459152,182262229,182262229,True,0.02547800,6.13700000
True,2020-07-18 03:01:00.402,163459153,182262230,182262231,False,0.02548000,1.02400000
True,2020-07-18 03:01:02.916,163459154,182262232,182262232,True,0.02547800,1.53100000
True,2020-07-18 03:01:10.193,163459155,182262233,182262234,False,0.02548200,0.46600000
True,2020-07-18 03:01:11.556,163459156,182262235,182262236,False,0.02548400,24.08800000
True,2020-07-18 03:01:14.199,163459157,182262237,182262237,False,0.02548300,3.85700000
True,2020-07-18 03:01:18.458,163459158,182262238,182262238,False,0.02548200,0.01400000
True,2020-07-18 03:01:21.711,163459159,182262239,182262239,False,0.02548000,0.44000000
True,2020-07-18 03:01:21.755,163459160,182262240,182262240,True,0.02548100,6.33200000
True,2020-07-18 03:01:25.374,163459161,182262241,182262241,True,0.02548100,19.70300000
True,2020-07-18 03:01:25.450,163459162,182262242,182262242,True,0.02548100,0.44700000
True,2020-07-18 03:01:25.473,163459163,182262243,182262243,True,0.02548100,11.79700000
